date,env_interaction_score,base_risk_score,monsoon_flag,humidity_streak_days,rainfall_streak_days,variety_susceptibility,crop_age_months,infected_sett_flag,susceptibility_factor,crop_stage_factor,infection_factor,final_risk_score,risk_level,early_warning,advisory_message
2011-03-09,0,0.19383571428571428,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08373702857142855,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-10,0,0.190075,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08211239999999999,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-11,0,0.1840107142857143,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07949262857142857,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-12,0,0.1820857142857143,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07866102857142855,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-13,0,0.18275000000000002,0,0,0,0.7,6,0,1.2,1.2,1.0,0.078948,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-14,0,0.1832821428571429,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07917788571428572,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-15,0,0.18599642857142862,0,1,0,0.7,6,0,1.2,1.2,1.0,0.08035045714285716,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-16,0,0.19077857142857144,0,2,0,0.7,6,0,1.2,1.2,1.0,0.08241634285714285,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-17,0,0.19688214285714284,0,3,0,0.7,6,0,1.2,1.2,1.0,0.0850530857142857,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-18,0,0.2046892857142857,0,4,0,0.7,6,0,1.2,1.2,1.0,0.08842577142857143,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-19,1,0.45693928571428566,0,0,0,0.7,6,0,1.2,1.2,1.0,0.1973977714285714,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-20,1,0.45621428571428574,0,0,0,0.7,6,0,1.2,1.2,1.0,0.19708457142857141,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-21,0,0.20481785714285713,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08848131428571428,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-22,0,0.20053571428571426,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08663142857142855,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-23,0,0.19386071428571428,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08374782857142855,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-24,0,0.18716428571428573,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08085497142857143,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-25,0,0.18056785714285717,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07800531428571429,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-26,0,0.17853214285714283,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07712588571428569,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-27,0,0.17934285714285714,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07747611428571427,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-28,0,0.17954285714285714,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07756251428571427,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-29,0,0.18098571428571428,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07818582857142857,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-30,0,0.18337857142857142,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07921954285714285,LOW,0,Low risk. Maintain standard crop management practices.
2011-03-31,0,0.18681785714285717,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08070531428571429,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-01,0,0.1886642857142857,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08150297142857141,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-02,0,0.18868928571428573,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08151377142857143,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-03,0,0.18643571428571426,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08054022857142855,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-04,0,0.18235000000000004,0,0,0,0.7,6,0,1.2,1.2,1.0,0.0787752,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-05,0,0.17624642857142855,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07613845714285712,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-06,0,0.1718285714285714,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07422994285714285,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-07,0,0.16843214285714286,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07276268571428571,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-08,0,0.16892857142857143,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07297714285714285,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-09,0,0.169425,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07319159999999998,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-10,0,0.16971785714285711,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07331811428571426,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-11,0,0.1727142857142857,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07461257142857142,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-12,0,0.17930357142857145,0,0,0,0.7,6,0,1.2,1.2,1.0,0.07745914285714285,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-13,0,0.18611071428571427,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08039982857142855,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-14,0,0.19175714285714288,0,1,0,0.7,6,0,1.2,1.2,1.0,0.0828390857142857,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-15,0,0.19462142857142858,0,2,0,0.7,6,0,1.2,1.2,1.0,0.08407645714285714,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-16,0,0.19629285714285716,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08479851428571429,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-17,0,0.19978928571428572,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08630897142857143,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-18,0,0.20165714285714284,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08711588571428569,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-19,0,0.20259999999999997,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08752319999999998,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-20,0,0.202575,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08751239999999999,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-21,0,0.2016142857142857,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08709737142857141,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-22,0,0.20051071428571426,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08662062857142856,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-23,0,0.1997678571428571,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08629971428571427,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-24,0,0.19766785714285715,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08539251428571427,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-25,0,0.19491785714285714,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08420451428571428,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-26,0,0.19261785714285712,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08321091428571427,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-27,0,0.19201071428571428,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08294862857142857,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-28,0,0.192725,0,1,0,0.7,6,0,1.2,1.2,1.0,0.08325719999999999,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-29,0,0.1930535714285714,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08339914285714285,LOW,0,Low risk. Maintain standard crop management practices.
2011-04-30,0,0.19544642857142858,0,1,0,0.7,6,0,1.2,1.2,1.0,0.08443285714285714,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-01,0,0.19837500000000002,0,2,0,0.7,6,0,1.2,1.2,1.0,0.08569800000000001,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-02,0,0.20263571428571428,0,3,0,0.7,6,0,1.2,1.2,1.0,0.08753862857142856,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-03,1,0.45565357142857144,0,4,0,0.7,6,0,1.2,1.2,1.0,0.19684234285714286,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-04,1,0.4559607142857143,0,0,0,0.7,6,0,1.2,1.2,1.0,0.19697502857142854,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-05,0,0.20461785714285718,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08839491428571429,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-06,0,0.2046535714285714,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08841034285714283,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-07,0,0.20360000000000003,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08795520000000001,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-08,0,0.20271071428571427,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08757102857142855,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-09,0,0.2017,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08713439999999999,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-10,0,0.20088928571428571,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08678417142857141,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-11,0,0.19990357142857143,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08635834285714286,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-12,0,0.199375,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08612999999999998,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-13,0,0.19922142857142855,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08606365714285713,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-14,0,0.19806785714285713,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08556531428571428,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-15,0,0.19781785714285716,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08545731428571428,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-16,0,0.19702142857142857,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08511325714285713,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-17,0,0.19490714285714286,0,0,0,0.7,6,0,1.2,1.2,1.0,0.0841998857142857,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-18,0,0.19360000000000002,0,0,0,0.7,6,0,1.2,1.2,1.0,0.0836352,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-19,0,0.19355714285714287,0,0,0,0.7,6,0,1.2,1.2,1.0,0.08361668571428571,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-20,1,0.44442142857142863,0,0,0,0.7,6,0,1.2,1.2,1.0,0.1919900571428572,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-21,1,0.4450071428571428,0,0,0,0.7,6,0,1.2,1.2,1.0,0.1922430857142857,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-22,1,0.44514642857142855,0,0,0,0.7,6,0,1.2,1.2,1.0,0.1923032571428571,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-23,1,0.4463892857142857,0,1,0,0.7,6,0,1.2,1.2,1.0,0.19284017142857138,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-24,1,0.4492892857142857,0,2,0,0.7,6,0,1.2,1.2,1.0,0.1940929714285714,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-25,1,0.45379642857142855,0,3,0,0.7,6,0,1.2,1.2,1.0,0.19604005714285713,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-26,1,0.4546428571428571,0,0,0,0.7,6,0,1.2,1.2,1.0,0.19640571428571427,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-27,1,0.4538107142857143,0,0,0,0.7,6,0,1.2,1.2,1.0,0.19604622857142853,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-28,1,0.4523107142857143,0,0,0,0.7,6,0,1.2,1.2,1.0,0.19539822857142855,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-29,1,0.45083928571428566,0,0,0,0.7,6,0,1.2,1.2,1.0,0.1947625714285714,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-30,1,0.45049285714285714,0,0,0,0.7,6,0,1.2,1.2,1.0,0.19461291428571426,LOW,0,Low risk. Maintain standard crop management practices.
2011-05-31,1,0.451075,0,1,1,0.7,6,0,1.2,1.2,1.0,0.19486439999999997,LOW,0,Low risk. Maintain standard crop management practices.
2011-06-01,2,0.7002857142857143,1,2,2,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High outbreak risk under favorable environmental conditions. Immediate field inspection required.
2011-06-02,2,0.7023321428571428,1,3,3,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High outbreak risk under favorable environmental conditions. Immediate field inspection required.
2011-06-03,2,0.7006178571428572,1,0,4,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High outbreak risk under favorable environmental conditions. Immediate field inspection required.
2011-06-04,2,0.7009821428571429,1,0,5,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to continuous rainfall enabling pathogen spread. Ensure drainage and initiate protection measures.
2011-06-05,2,0.7014714285714285,1,0,6,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to continuous rainfall enabling pathogen spread. Ensure drainage and initiate protection measures.
2011-06-06,2,0.7028607142857143,1,1,7,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to continuous rainfall enabling pathogen spread. Ensure drainage and initiate protection measures.
2011-06-07,2,0.7024642857142858,1,2,8,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to continuous rainfall enabling pathogen spread. Ensure drainage and initiate protection measures.
2011-06-08,2,0.7025857142857143,1,3,9,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to continuous rainfall enabling pathogen spread. Ensure drainage and initiate protection measures.
2011-06-09,1,0.45263214285714287,1,4,10,0.7,6,0,1.2,1.2,1.0,0.6517902857142857,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-06-10,2,0.7053071428571429,1,5,11,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to continuous rainfall enabling pathogen spread. Ensure drainage and initiate protection measures.
2011-06-11,2,0.7083785714285714,1,6,12,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to continuous rainfall enabling pathogen spread. Ensure drainage and initiate protection measures.
2011-06-12,2,0.7109857142857143,1,7,13,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-06-13,2,0.7109,1,8,14,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-06-14,2,0.7110428571428571,1,9,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-06-15,2,0.7116,1,10,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-06-16,2,0.7119535714285714,1,11,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-06-17,2,0.7125678571428572,1,12,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-06-18,2,0.7112178571428571,1,0,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High outbreak risk under favorable environmental conditions. Immediate field inspection required.
2011-06-19,2,0.7098571428571429,1,0,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High outbreak risk under favorable environmental conditions. Immediate field inspection required.
2011-06-20,1,0.45844285714285715,1,0,0,0.7,6,0,1.2,1.2,1.0,0.6601577142857143,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-06-21,1,0.4571642857142857,1,0,0,0.7,6,0,1.2,1.2,1.0,0.6583165714285714,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-06-22,1,0.45574642857142855,1,0,0,0.7,6,0,1.2,1.2,1.0,0.656274857142857,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-06-23,0,0.20430714285714288,1,0,0,0.7,6,0,1.2,1.2,1.0,0.29420228571428575,LOW,0,Low risk. Maintain standard crop management practices.
2011-06-24,0,0.20419285714285715,1,1,0,0.7,6,0,1.2,1.2,1.0,0.2940377142857143,LOW,0,Low risk. Maintain standard crop management practices.
2011-06-25,1,0.4550821428571429,1,2,0,0.7,6,0,1.2,1.2,1.0,0.6553182857142857,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-06-26,1,0.45570714285714287,1,3,0,0.7,6,0,1.2,1.2,1.0,0.6562182857142858,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-06-27,1,0.45608571428571426,1,4,0,0.7,6,0,1.2,1.2,1.0,0.6567634285714284,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-06-28,1,0.45666428571428574,1,5,0,0.7,6,0,1.2,1.2,1.0,0.6575965714285714,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-06-29,1,0.4574571428571429,1,6,0,0.7,6,0,1.2,1.2,1.0,0.6587382857142857,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-06-30,1,0.4578285714285714,1,7,0,0.7,6,0,1.2,1.2,1.0,0.6592731428571429,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-07-01,1,0.45757857142857145,1,8,0,0.7,6,0,1.2,1.2,1.0,0.6589131428571429,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-07-02,1,0.4579107142857143,1,9,0,0.7,6,0,1.2,1.2,1.0,0.6593914285714285,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-07-03,2,0.7082785714285714,1,10,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-04,2,0.7085321428571428,1,11,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-05,2,0.7088678571428572,1,12,1,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-06,2,0.7088821428571429,1,13,2,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-07,2,0.7092428571428571,1,14,3,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-08,2,0.709225,1,15,4,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-09,2,0.7085428571428571,1,16,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-10,2,0.7078357142857143,1,17,1,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-11,2,0.7072785714285714,1,0,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High outbreak risk under favorable environmental conditions. Immediate field inspection required.
2011-07-12,2,0.7068285714285714,1,0,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High outbreak risk under favorable environmental conditions. Immediate field inspection required.
2011-07-13,2,0.7066714285714286,1,1,1,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High outbreak risk under favorable environmental conditions. Immediate field inspection required.
2011-07-14,2,0.7068428571428572,1,2,2,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High outbreak risk under favorable environmental conditions. Immediate field inspection required.
2011-07-15,2,0.7082535714285714,1,3,3,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High outbreak risk under favorable environmental conditions. Immediate field inspection required.
2011-07-16,2,0.7086321428571428,1,4,4,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High outbreak risk under favorable environmental conditions. Immediate field inspection required.
2011-07-17,2,0.709325,1,5,5,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to continuous rainfall enabling pathogen spread. Ensure drainage and initiate protection measures.
2011-07-18,2,0.7108714285714286,1,6,6,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to continuous rainfall enabling pathogen spread. Ensure drainage and initiate protection measures.
2011-07-19,2,0.7125464285714286,1,7,7,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-20,2,0.71305,1,8,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-21,2,0.7134214285714285,1,9,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-22,2,0.7135285714285714,1,10,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-23,2,0.7139464285714285,1,11,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-24,2,0.7145607142857142,1,12,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-25,2,0.7150821428571429,1,13,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-26,2,0.7158357142857142,1,14,1,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-27,2,0.7171107142857143,1,15,2,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-28,2,0.7176714285714285,1,16,3,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-29,2,0.7178678571428572,1,17,4,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-30,2,0.7185857142857143,1,18,5,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-07-31,2,0.7182214285714286,1,19,6,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-08-01,2,0.7181285714285714,1,20,7,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-08-02,2,0.7170178571428572,1,21,8,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-08-03,2,0.7163035714285715,1,22,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-08-04,2,0.7157821428571429,1,23,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-08-05,2,0.7148428571428571,1,24,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-08-06,2,0.71435,1,25,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-08-07,2,0.7144285714285714,1,26,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-08-08,1,0.4632035714285714,1,27,0,0.7,6,0,1.2,1.2,1.0,0.6670131428571427,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-08-09,1,0.4622857142857143,1,28,0,0.7,6,0,1.2,1.2,1.0,0.6656914285714285,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-08-10,1,0.4612678571428571,1,29,0,0.7,6,0,1.2,1.2,1.0,0.6642257142857142,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-08-11,1,0.46062857142857144,1,30,0,0.7,6,0,1.2,1.2,1.0,0.6633051428571429,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-08-12,1,0.45934285714285716,1,0,0,0.7,6,0,1.2,1.2,1.0,0.6614537142857143,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-08-13,1,0.4578821428571428,1,0,0,0.7,6,0,1.2,1.2,1.0,0.6593502857142856,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-08-14,1,0.45728214285714286,1,1,0,0.7,6,0,1.2,1.2,1.0,0.6584862857142857,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-08-15,1,0.45738214285714285,1,2,0,0.7,6,0,1.2,1.2,1.0,0.6586302857142857,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-08-16,1,0.4578321428571428,1,3,0,0.7,6,0,1.2,1.2,1.0,0.6592782857142855,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-08-17,1,0.4588,1,4,0,0.7,6,0,1.2,1.2,1.0,0.6606719999999999,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-08-18,1,0.45962142857142857,1,5,0,0.7,6,0,1.2,1.2,1.0,0.6618548571428572,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-08-19,1,0.46200714285714284,1,6,1,0.7,6,0,1.2,1.2,1.0,0.6652902857142856,MEDIUM,0,Moderate risk. Monitor weather conditions and prepare preventive measures.
2011-08-20,2,0.7137714285714285,1,7,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-08-21,2,0.7150428571428571,1,8,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
2011-08-22,2,0.7161,1,9,0,0.7,6,0,1.2,1.2,1.0,1.0,HIGH,0,High risk due to prolonged high humidity. Immediate monitoring and preventive fungicide application recommended.
